,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Android Ver
7174,FANDOM for: DC,FAMILY,4.4,6715,9.5,500000.0,Free,0.0,Mature 17+,4.0
7175,LEGO Batman: DC Super Heroes,FAMILY,4.2,2557,5.8,50000.0,Paid,4.99,Everyone 10+,4.0
7176,Ultimate DC Challenge,GAME,4.5,937,35.0,10000.0,Free,0.0,Everyone,4.0
7177,LEGO® DC Mighty Micros,FAMILY,4.3,139545,63.0,10000000.0,Free,0.0,Everyone,1.0
7178,Justice League Action Run,GAME,4.3,22333,9.7,1000000.0,Free,0.0,Everyone 10+,4.0
7179,Marvel and DC Wallpapers,PERSONALIZATION,4.2,249,91.0,10000.0,Free,0.0,Everyone,4.0
7180,DC Comics Amino,SOCIAL,4.9,117,63.0,1000.0,Free,0.0,Teen,4.0
7182,Quiz DC,GAME,1.4,33,3.1,1000.0,Free,0.0,Everyone,4.0
7183,Batman: Gotham’s Most Wanted!,FAMILY,4.0,16190,88.0,1000000.0,Free,0.0,Everyone,2.0
7184,"Superheroes, Marvel, DC, Comics, TV, Movies News",COMICS,5.0,34,12.0,5000.0,Free,0.0,Everyone,5.0
7187,DC Universe Quiz,GAME,4.3,11,23.0,500.0,Free,0.0,Everyone,4.0
7188,DC HSEMA,BOOKS_AND_REFERENCE,3.8,38,7.2,5000.0,Free,0.0,Everyone,4.0
7189,DC Universe Online Map,TOOLS,4.1,1186,6.4,50000.0,Free,0.0,Unrated,2.0
7190,DC Public Library,BOOKS_AND_REFERENCE,4.2,20,3.4,1000.0,Free,0.0,Everyone,1.0
7191,Vote 4 DC,TOOLS,4.1,46,6.1,1000.0,Free,0.0,Everyone,4.0
7192,Villains vs Superheroes,FAMILY,4.3,128,22.0,10000.0,Free,0.0,Everyone,4.0
7193,DC Rider,MAPS_AND_NAVIGATION,3.6,258,6.9,50000.0,Free,0.0,Everyone,4.0
7194,Power Rangers: Legacy Wars,GAME,4.3,264755,91.0,10000000.0,Free,0.0,Teen,4.0
7195,MARVEL Future Fight,FAMILY,4.6,2354042,72.0,50000000.0,Free,0.0,Everyone 10+,4.0
7196,DC Metro Transit - Free,TRAVEL_AND_LOCAL,4.4,6895,10.0,500000.0,Free,0.0,Everyone,4.0
7197,DC N COMPANY ENTERTAINMENT RADIO!,FAMILY,5.0,22,2.2,100.0,Free,0.0,Mature 17+,4.0
7198,Results for DC Lottery,FAMILY,4.4,160,8.5,5000.0,Free,0.0,Everyone,4.0
7199,FOX 5 DC,NEWS_AND_MAGAZINES,4.5,1440,12.0,100000.0,Free,0.0,Everyone,4.0
7201,Driver Permit Test Prep DC DMV Driver's License Ed,FAMILY,4.7,78,11.0,5000.0,Free,0.0,Everyone,4.0
7203,DC-014,PHOTOGRAPHY,5.0,3,16.0,500.0,Free,0.0,Everyone,4.0
7206,DC Metro,MAPS_AND_NAVIGATION,3.4,59,1.3,10000.0,Free,0.0,Everyone,1.0
7207,DC Trails-Hop On Hop Off Tours,TRAVEL_AND_LOCAL,3.1,16,18.0,5000.0,Free,0.0,Everyone,4.0
7208,DC Metro Transit,TRAVEL_AND_LOCAL,4.5,339,10.0,5000.0,Paid,2.99,Everyone,4.0
7209,AC DC Power Monitor,LIFESTYLE,5.0,1,1.2,10.0,Paid,3.04,Everyone,2.0
7210,McClatchy DC Bureau,NEWS_AND_MAGAZINES,4.3,80,8.7,5000.0,Free,0.0,Everyone 10+,4.0
7211,AutoScout24 - used car finder,AUTO_AND_VEHICLES,4.4,186648,42.0,10000000.0,Free,0.0,Everyone,4.0
7213,Your Freedom VPN Client,COMMUNICATION,4.0,74497,5.3,5000000.0,Free,0.0,Everyone,4.0
7216,Speed Camera Radar,MAPS_AND_NAVIGATION,4.1,54034,5.8,5000000.0,Free,0.0,Teen,4.0
7217,WDAMAGE: Car Crash Engine,GAME,3.8,47386,96.0,1000000.0,Free,0.0,Everyone,4.0
7219,APUS File Manager (Explorer),TOOLS,4.1,498894,10.0,50000000.0,Free,0.0,Everyone,4.0
7220,Offroad Police Car DE,FAMILY,4.3,9149,80.0,1000000.0,Free,0.0,Everyone,2.0
7221,Easy Language Translator,TOOLS,4.3,191621,6.1,10000000.0,Free,0.0,Everyone,4.0
7222,Word Search multilingual,GAME,4.2,32849,1.5,1000000.0,Free,0.0,Everyone,2.0
7223,Love Collage - Photo Editor,PHOTOGRAPHY,4.3,251686,31.0,10000000.0,Free,0.0,Everyone,4.0
7224,Heavy Bus Simulator,FAMILY,4.4,252006,26.0,5000000.0,Free,0.0,Everyone,2.0
7225,Love Fonts for FlipFont,PERSONALIZATION,3.9,28694,2.9,1000000.0,Free,0.0,Everyone,4.0
7227,Escape the Prison Room,FAMILY,3.5,113183,36.0,5000000.0,Free,0.0,Everyone,4.0
7228,Bike Racing 3D,GAME,4.2,951435,14.0,50000000.0,Free,0.0,Everyone,2.0
7229,Satellite Director,TOOLS,4.1,45610,0.17,10000000.0,Free,0.0,Everyone,1.0
7230,Truck Driver Cargo,GAME,4.1,257531,44.0,10000000.0,Free,0.0,Everyone 10+,4.0
7231,Anime Love Story Games: ✨Shadowtime✨,FAMILY,4.7,198480,82.0,5000000.0,Free,0.0,Everyone,4.0
7232,Checkers,GAME,4.5,375996,3.3,10000000.0,Free,0.0,Everyone,4.0
7233,Scratch Logo Quiz. Challenging brain puzzle,GAME,3.3,152102,18.0,10000000.0,Free,0.0,Teen,4.0
7234,Myth Defense 2: DF,FAMILY,4.2,17108,8.3,100000.0,Free,0.0,Everyone,2.0
7237,Myth Defense 2: DF Platinum,FAMILY,4.6,1764,8.3,10000.0,Paid,3.99,Everyone 10+,2.0
7239,DF@realtime,BUSINESS,4.3,24,8.0,1000.0,Free,0.0,Everyone,3.0
7240,DF Night Selfies,PHOTOGRAPHY,4.3,194,1.5,10000.0,Free,0.0,Everyone,4.0
7241,DF Coaching,SPORTS,4.0,1,3.6,100.0,Free,0.0,Everyone,4.0
7242,Digital Falak,TOOLS,4.7,3408,15.0,50000.0,Free,0.0,Everyone,4.0
7243,The Divine Feminine App: the DF App,LIFESTYLE,5.0,8,6.7,1000.0,Free,0.0,Everyone,4.0
7251,DF Glue Board,PARENTING,5.0,1,27.0,10.0,Free,0.0,Everyone,4.0
7252,DF-Server Mobile,PRODUCTIVITY,4.9,17,76.0,100.0,Free,0.0,Everyone,4.0
7259,Red Transporte DF,MAPS_AND_NAVIGATION,4.3,11100,15.0,500000.0,Free,0.0,Everyone,4.0
7265,Droidbug BusyBox Advance PRO,TOOLS,4.5,2,3.3,100.0,Paid,3.99,Everyone,4.0
7267,PDF Reader – PDF Editor 2018,TOOLS,4.1,1648,36.0,500000.0,Free,0.0,Everyone,4.0
7268,Fix Error Google Playstore,BOOKS_AND_REFERENCE,4.3,18,5.7,1000.0,Free,0.0,Everyone,4.0
7276,DG Coupon,SHOPPING,3.7,668,1.1,100000.0,Free,0.0,Everyone,4.0
7277,Penny Finder,SHOPPING,4.2,470,4.1,10000.0,Paid,2.99,Everyone,4.0
7278,DG - Digital Coupons - Free Coupon and Discount,SHOPPING,3.6,38,1.1,10000.0,Free,0.0,Everyone,4.0
7279,DG Surveyor,BUSINESS,3.6,5,6.8,50.0,Paid,8.99,Everyone,4.0
7280,DG Smart life,TOOLS,2.1,14,28.0,1000.0,Free,0.0,Everyone,4.0
7281,Krazy Coupon Lady,SHOPPING,4.7,10318,32.0,1000000.0,Free,0.0,Everyone,4.0
7282,DG UPnP Player Free,VIDEO_PLAYERS,3.2,39,12.0,10000.0,Free,0.0,Everyone,4.0
7283,Penny Puss,TOOLS,3.0,19,22.0,1000.0,Paid,4.99,Everyone,4.0
7284,DG Mobile,GAME,4.3,59,1.4,1000.0,Free,0.0,Everyone,2.0
7285,Go Go Coupons - Free Coupon and Discount,SHOPPING,3.0,4,1.2,1000.0,Free,0.0,Everyone,4.0
7286,ZombieVital DG,FAMILY,4.3,10,20.0,100.0,Paid,12.99,Everyone,4.0
7287,DJ Electro Mix Pad,FAMILY,3.9,53301,7.6,10000000.0,Free,0.0,Everyone,4.0
7288,DG Screen Recorder,VIDEO_PLAYERS,3.3,12,2.9,500.0,Free,0.0,Everyone,5.0
7290,DG Video Editor,VIDEO_PLAYERS,4.0,486,2.5,10000.0,Free,0.0,Everyone,4.0
7291,The DG Buddy,BUSINESS,3.7,3,11.0,10.0,Paid,2.49,Everyone,2.0
7292,Roland DG Mobile Panel,TOOLS,2.8,27,34.0,1000.0,Free,0.0,Everyone,4.0
7293,Destroy Gunners Σ,GAME,4.4,10786,21.0,1000000.0,Free,0.0,Everyone,4.0
7294,DG-App,TOOLS,5.0,1,4.5,500.0,Free,0.0,Everyone,4.0
7295,Can I pack that? - DG App,TRAVEL_AND_LOCAL,3.9,58,22.0,10000.0,Free,0.0,Everyone,4.0
7296,DG Phone Call Task Switcher,PRODUCTIVITY,4.2,43,0.03,1000.0,Free,0.0,Everyone,4.0
7297,DG Fitness,HEALTH_AND_FITNESS,4.8,6,14.0,100.0,Free,0.0,Everyone,4.0
7298,Sharaf DG,SHOPPING,4.0,7006,12.0,500000.0,Free,0.0,Everyone,4.0
7300,Coupon Mob - Discount Coupons,SHOPPING,3.0,2,1.3,100.0,Free,0.0,Everyone,3.0
7301,DG Users,PRODUCTIVITY,4.5,8,3.1,100.0,Free,0.0,Everyone,4.0
7302,DG Cars,TRAVEL_AND_LOCAL,2.6,122,11.0,10000.0,Free,0.0,Everyone,4.0
7303,Free coupons and vouchers,FINANCE,5.0,4,5.9,100.0,Free,0.0,Everyone,4.0
7306,DG OFF - 100% Free Coupons & Deals,SHOPPING,5.0,1,1.1,10.0,Free,0.0,Everyone,4.0
7307,Digoo·Cloud,TOOLS,4.1,543,26.0,10000.0,Free,0.0,Everyone,4.0
7309,DG ग्राम / Digital Gram Panchayat,NEWS_AND_MAGAZINES,4.5,53,5.9,10000.0,Free,0.0,Teen,4.0
7310,DG TV,NEWS_AND_MAGAZINES,5.0,3,5.7,100.0,Free,0.0,Everyone,4.0
7312,DHgate-Shop Wholesale Prices,SHOPPING,4.5,104068,37.0,5000000.0,Free,0.0,Teen,4.0
7314,DEER HUNTER CLASSIC,GAME,4.4,3941129,77.0,50000000.0,Free,0.0,Teen,3.0
7315,DEER HUNTER RELOADED,GAME,4.3,314774,43.0,5000000.0,Free,0.0,Teen,2.0
7316,DH Pineapple Poker OFC,GAME,4.2,1878,20.0,100000.0,Free,0.0,Teen,3.0
7317,DH UFO,FAMILY,3.0,4,8.0,1000.0,Free,0.0,Everyone,4.0
7318,Galaxy Defense,FAMILY,4.1,78142,17.0,5000000.0,Free,0.0,Everyone,3.0
7319,Call of Mini™ Dino Hunter,GAME,4.2,326042,10.0,10000000.0,Free,0.0,Teen,3.0
7320,Castle Defense 2,FAMILY,4.2,35172,34.0,1000000.0,Free,0.0,Teen,2.0
7321,Dungeon Rush,FAMILY,4.0,28633,81.0,1000000.0,Free,0.0,Everyone 10+,2.0
7323,Treasure Defense,FAMILY,4.1,3527,35.0,100000.0,Free,0.0,Teen,3.0
7324,Car Crash III Beam DH Real Damage Simulator 2018,GAME,3.6,151,100.0,10000.0,Free,0.0,Everyone,4.0
7325,The Lost Lands:DH Lite,FAMILY,4.3,1130,48.0,50000.0,Free,0.0,Teen,4.0
7326,DH-UFO,FAMILY,5.0,1,59.0,100.0,Free,0.0,Everyone,4.0
7327,Daddyhunt: Gay Dating,SOCIAL,3.9,6450,14.0,500000.0,Free,0.0,Mature 17+,4.0
7329,Tiny Defense,FAMILY,4.1,29387,16.0,1000000.0,Free,0.0,Everyone,3.0
7330,Toys Defense: Horror Land,FAMILY,3.8,168,24.0,10000.0,Free,0.0,Everyone,4.0
7331,D-H Pharmacy,LIFESTYLE,5.0,6,2.3,1000.0,Free,0.0,Everyone,2.0
7332,DEER HUNTER CHALLENGE,GAME,3.7,38767,4.1,5000000.0,Free,0.0,Everyone 10+,2.0
7333,Kingdom in Chaos,FAMILY,4.3,5623,28.0,100000.0,Free,0.0,Everyone 10+,2.0
7334,Desperate Housewives: The Game,FAMILY,4.2,10440,27.0,500000.0,Free,0.0,Teen,4.0
7335,Dinosaur War,FAMILY,4.3,157997,27.0,10000000.0,Free,0.0,Everyone,2.0
7336,DH News,NEWS_AND_MAGAZINES,2.5,81,6.7,10000.0,Free,0.0,Mature 17+,4.0
7337,Bike Unchained,SPORTS,4.3,83545,23.0,5000000.0,Free,0.0,Everyone,4.0
7339,Bike 3D Configurator,SPORTS,4.3,34062,85.0,1000000.0,Free,0.0,Everyone,4.0
7340,Castle Defense : Invasion,FAMILY,4.2,1484,41.0,100000.0,Free,0.0,Everyone,4.0
7341,Defender,GAME,4.6,152395,14.0,10000000.0,Free,0.0,Everyone 10+,2.0
7342,Avenger Legends,FAMILY,4.0,3715,94.0,100000.0,Free,0.0,Everyone,4.0
7343,DrivingTest,FAMILY,2.9,975,45.0,100000.0,Free,0.0,Everyone,4.0
7345,Texas HoldEm Poker Deluxe,GAME,4.5,396090,26.0,10000000.0,Free,0.0,Teen,4.0
7346,Wallpapers DH 4K,PERSONALIZATION,3.8,23,5.9,1000.0,Free,0.0,Everyone,4.0
7348,Deck Heroes: Legacy,GAME,4.7,466495,52.0,10000000.0,Free,0.0,Teen,2.0
7349,Shred! Downhill Mountainbiking,GAME,3.9,41683,63.0,1000000.0,Free,0.0,Everyone,2.0
7350,Pocket Heroes,FAMILY,4.5,96658,26.0,1000000.0,Free,0.0,Everyone 10+,3.0
7352,Meme Generator Free,FAMILY,4.4,303394,53.0,10000000.0,Free,0.0,Mature 17+,4.0
7353,Stop Smoking - EasyQuit free,HEALTH_AND_FITNESS,4.8,39068,4.0,500000.0,Free,0.0,Everyone,4.0
7354,FIFA Soccer,SPORTS,4.2,3909032,51.0,100000000.0,Free,0.0,Everyone,4.0
7355,Archery Physics Objects Destruction Apple shooter,GAME,4.5,6026,39.0,100000.0,Free,0.0,Teen,4.0
7356,Story Saver for Instagram,PHOTOGRAPHY,4.5,41331,5.0,5000000.0,Free,0.0,Everyone,4.0
7357,Cameringo+ Filters Camera,PHOTOGRAPHY,4.6,28107,5.7,500000.0,Paid,2.99,Everyone,4.0
7358,Cooking in the Kitchen,FAMILY,4.1,217736,87.0,10000000.0,Free,0.0,Everyone,1.0
7359,Automatic Call Recorder,TOOLS,4.3,1648515,7.1,100000000.0,Free,0.0,Everyone,2.0
7360,Fancy Pants Adventures,GAME,4.7,55952,61.0,1000000.0,Free,0.0,Everyone 10+,4.0
7362,Shopee: No.1 Belanja Online,SHOPPING,4.2,609186,30.0,10000000.0,Free,0.0,Everyone,4.0
7363,Lep's World 3 🍀🍀🍀,GAME,4.3,771001,52.0,50000000.0,Free,0.0,Everyone 10+,4.0
7364,Robbery Bob,GAME,4.5,617732,44.0,10000000.0,Free,0.0,Everyone 10+,4.0
7365,Video Downloader - for Instagram Repost App,VIDEO_PLAYERS,4.8,332623,4.6,10000000.0,Free,0.0,Everyone,4.0
7366,Nyan Cat: Lost In Space,GAME,4.5,371318,90.0,10000000.0,Free,0.0,Everyone 10+,4.0
7368,"Quik – Free Video Editor for photos, clips, music",VIDEO_PLAYERS,4.7,696665,91.0,10000000.0,Free,0.0,Everyone,5.0
7369,Euro Truck Driver (Simulator),FAMILY,4.4,860078,30.0,10000000.0,Free,0.0,Everyone,4.0
7370,DJ Mix Effects Simulator,FAMILY,4.1,5997,20.0,1000000.0,Free,0.0,Everyone,4.0
7371,3D DJ – Music Mixer with Virtual DJ,FAMILY,4.3,796,28.0,100000.0,Free,0.0,Everyone,5.0
7372,Virtual DJ Mixer,TOOLS,4.2,2013,16.0,100000.0,Free,0.0,Everyone,4.0
7373,Mix Virtual DJ 2018,TOOLS,4.2,2925,16.0,100000.0,Free,0.0,Everyone,4.0
7374,Resources For Virtual DJ,FAMILY,3.6,21095,7.9,1000000.0,Free,0.0,Everyone,4.0
7375,DK 15 Minute Language Course,FAMILY,2.8,21,57.0,1000.0,Free,0.0,Everyone,4.0
7376,DK Readers,FAMILY,3.9,30,16.0,1000.0,Free,0.0,Everyone,2.0
7377,Eyewitness Travel Phrase Book,FAMILY,3.8,10,25.0,1000.0,Free,0.0,Everyone,4.0
7378,DK Quiz,GAME,4.4,1628,34.0,50000.0,Free,0.0,Everyone,2.0
7379,DK Virtual Reality,FAMILY,3.7,42,29.0,1000.0,Free,0.0,Everyone,1.0
7380,Bilingual Dictionary Audio App,BOOKS_AND_REFERENCE,2.7,68,87.0,5000.0,Free,0.0,Everyone,4.0
7381,Super DK vs Kong Brother Advanced Free Classic,GAME,3.8,66,38.0,10000.0,Free,0.0,Everyone,4.0
7382,English for Everyone,FAMILY,3.2,429,18.0,10000.0,Free,0.0,Everyone,4.0
7383,DK Live - Sports Play by Play,SPORTS,3.9,255,19.0,100000.0,Free,0.0,Everyone,4.0
7384,DK Eyewitness Audio Walks,TRAVEL_AND_LOCAL,2.3,9,70.0,1000.0,Free,0.0,Everyone,4.0
7385,DK Pittsburgh Sports,SPORTS,4.1,556,3.3,10000.0,Free,0.0,Everyone,4.0
7386,LineStar For DK,SPORTS,4.3,1387,14.0,50000.0,Free,0.0,Everyone,4.0
7387,Visuelles Wörterbuch Audio-App,FAMILY,3.1,192,66.0,10000.0,Free,0.0,Everyone,4.0
7388,Fodbold DK Pro,SPORTS,4.6,315,4.3,1000.0,Paid,2.99,Everyone,4.0
7389,10 Minutes a Day Times Tables,FAMILY,4.1,681,48.0,100000.0,Free,0.0,Everyone,2.0
7390,dk Verk,BUSINESS,4.4,9,31.0,500.0,Free,0.0,Everyone,4.0
7391,e-Boks.dk,PRODUCTIVITY,3.2,6752,3.3,1000000.0,Free,0.0,Everyone,4.0
7392,Account Class-11 Solutions (D K Goel),FAMILY,4.5,663,25.0,50000.0,Free,0.0,Everyone,3.0
7393,Dating.dk,SOCIAL,3.7,2111,11.0,100000.0,Free,0.0,Mature 17+,4.0
7397,Account Class-12 Solutions (D K Goel) Vol-1,FAMILY,4.4,708,33.0,50000.0,Free,0.0,Everyone,3.0
7398,Salah Widget (DK+Malmo),LIFESTYLE,4.5,532,6.4,10000.0,Free,0.0,Everyone,2.0
7399,PK and DK Audio App,FAMILY,5.0,2,3.9,100.0,Free,0.0,Everyone,4.0
7400,dk,FAMILY,4.8,5,1.5,10.0,Free,0.0,Everyone,2.0
7402,Account Class-12 Solutions (D K Goel) Vol-2,FAMILY,4.6,124,23.0,10000.0,Free,0.0,Everyone,3.0
7403,DK Browser,COMMUNICATION,4.0,1,2.4,10.0,Free,0.0,Everyone,4.0
7404,Discovery K!ds Play!,FAMILY,4.1,19388,35.0,1000000.0,Free,0.0,Everyone,2.0
7406,Transport DK,MAPS_AND_NAVIGATION,4.1,204,11.0,10000.0,Free,0.0,Everyone,4.0
7409,DK Murali,SOCIAL,4.8,65,7.1,500.0,Free,0.0,Teen,4.0
7413,GirlTalk.dk,SOCIAL,4.3,3,5.3,100.0,Free,0.0,Teen,4.0
7414,NY mobilbank DK - Danske Bank,FINANCE,2.8,851,30.0,100000.0,Free,0.0,Everyone,4.0
7417,Advanced Download Manager Pro,TOOLS,4.7,6505,2.0,50000.0,Paid,2.99,Everyone,4.0
7419,GetThemAll Any File Downloader,TOOLS,4.2,91186,6.3,5000000.0,Free,0.0,Everyone,4.0
7421,Download All Files,TOOLS,3.8,120494,2.3,10000000.0,Free,0.0,Everyone,4.0
7422,Download Manager Pro FREE,PRODUCTIVITY,3.8,637,7.2,100000.0,Free,0.0,Everyone,4.0
7424,Download Manager,TOOLS,3.8,79132,2.2,10000000.0,Free,0.0,Everyone,2.0
7425,Download Video Free,FAMILY,4.0,39682,6.2,1000000.0,Free,0.0,Everyone,4.0
7426,Fast Download Manager,TOOLS,4.0,18478,1.7,1000000.0,Free,0.0,Everyone,2.0
7427,DL Hughley,FAMILY,4.6,12,10.0,1000.0,Free,0.0,Mature 17+,4.0
7428,Turbo Download Manager (and Browser),TOOLS,4.0,32879,3.2,5000000.0,Free,0.0,Everyone,4.0
7429,D.L. Evans Bank Mobile Banking,FINANCE,4.3,85,30.0,10000.0,Free,0.0,Everyone,5.0
7430,The DL Hughley Show,FAMILY,4.3,23,11.0,5000.0,Free,0.0,Everyone,5.0
7431,Download Blazer,TOOLS,3.9,34612,2.4,5000000.0,Free,0.0,Everyone,4.0
7432,DL Image Manager,PRODUCTIVITY,5.0,2,1.7,10.0,Paid,0.99,Everyone,4.0
7433,Download Manager For Android Free,TOOLS,4.0,593,3.3,100000.0,Free,0.0,Everyone,3.0
7434,FrostWire: Torrent Downloader & Music Player,VIDEO_PLAYERS,4.1,253207,13.0,10000000.0,Free,0.0,Everyone,4.0
7435,Turbo Downloader,TOOLS,3.9,23348,3.2,5000000.0,Free,0.0,Everyone,4.0
7436,Trimble DL,PRODUCTIVITY,4.2,133,7.9,10000.0,Free,0.0,Everyone,4.0
7437,Insave-Download for Instagram,PHOTOGRAPHY,4.3,46242,5.2,1000000.0,Free,0.0,Everyone,4.0
7438,+Download 4 Instagram Twitter,SOCIAL,4.5,40467,22.0,1000000.0,Free,0.0,Everyone,4.0
7439,Advanced Download Manager Holo,TOOLS,4.4,16192,1.6,1000000.0,Free,0.0,Everyone,4.0
7440,G-Download Manager,TOOLS,4.1,802,9.4,50000.0,Free,0.0,Everyone,4.0
7441,DL Calculator,SPORTS,4.5,177,1.1,10000.0,Free,0.0,Everyone,2.0
7442,Inst Download - Video & Photo,VIDEO_PLAYERS,4.6,148715,3.3,10000000.0,Free,0.0,Everyone,4.0
7443,Vuze Torrent Downloader,VIDEO_PLAYERS,4.1,24565,5.5,1000000.0,Free,0.0,Everyone,2.0
7444,IDM Internet Download Manager,PRODUCTIVITY,3.9,1322,4.2,100000.0,Free,0.0,Everyone,4.0
7445,TorrDroid - Torrent Downloader,TOOLS,4.7,59632,10.0,1000000.0,Free,0.0,Everyone,4.0
7446,Download Manager - File & Video,TOOLS,3.9,8780,5.0,1000000.0,Free,0.0,Everyone,4.0
7447,AndStream - Streaming Download,VIDEO_PLAYERS,4.3,38607,2.9,1000000.0,Free,0.0,Everyone,2.0
7448,DM Me - Chat,SOCIAL,2.9,90,30.0,10000.0,Free,0.0,Mature 17+,4.0
7449,DM Screen,BOOKS_AND_REFERENCE,4.4,283,5.4,10000.0,Free,0.0,Everyone 10+,4.0
7450,DM for IG 😘 - Image & Video Saver for Instagram,SOCIAL,3.7,55,3.7,5000.0,Free,0.0,Teen,4.0
7451,DM for WhatsApp,COMMUNICATION,4.4,25,2.9,5000.0,Free,0.0,Everyone,4.0
7452,Fifth Edition DM Tools,FAMILY,4.1,942,3.0,100000.0,Free,0.0,Everyone,3.0
7454,DM airdisk,TOOLS,2.8,11,11.0,1000.0,Free,0.0,Everyone,3.0
7455,Diabetes mellitus (DM) from zero to hero,MEDICAL,4.9,18,3.0,1000.0,Free,0.0,Everyone,4.0
7456,Auto DM for Twitter 🔥,SOCIAL,3.4,44,6.3,1000.0,Free,0.0,Teen,4.0
7457,DM HiDisk,TOOLS,2.8,54,20.0,5000.0,Free,0.0,Everyone,4.0
7458,DM EVOLUTION,GAME,2.5,450,97.0,10000.0,Free,0.0,Everyone,4.0
7459,Daily DM,PERSONALIZATION,4.7,51,0.25,1000.0,Free,0.0,Everyone,2.0
7460,Dungeons and Dragons DM Tools,BOOKS_AND_REFERENCE,3.1,50,4.9,1000.0,Paid,1.99,Everyone,2.0
7462,DM airdisk Pro,TOOLS,3.2,11,36.0,1000.0,Free,0.0,Everyone,4.0
7463,Convert Coordinates DM to DMS,MAPS_AND_NAVIGATION,4.3,15,0.16,5000.0,Free,0.0,Everyone,2.0
7464,DM security - Dragon Mobile,TOOLS,3.9,27,3.0,1000.0,Free,0.0,Everyone,4.0
7465,DM 24/7,TOOLS,3.6,7,16.0,1000.0,Free,0.0,Everyone,2.0
7466,DM Storage (for twitter),SOCIAL,3.2,6,0.45,100.0,Free,0.0,Everyone,4.0
7468,DM Tracker,COMMUNICATION,3.5,11,5.2,1000.0,Free,0.0,Everyone,4.0
7469,DM Tuning,SPORTS,3.3,64,5.7,5000.0,Free,0.0,Everyone,6.0
7474,Aster DM Healthcare,MEDICAL,2.4,32,8.5,5000.0,Free,0.0,Everyone,4.0
7475,Fake Chat (Direct Message),SOCIAL,4.4,5985,5.9,500000.0,Free,0.0,Everyone,4.0
7476,Interactive NPC DM Tool,FAMILY,2.8,5,0.62,50.0,Paid,0.99,Everyone,2.0
7477,DM Buddy » Learn Digital Marketing,FAMILY,5.0,3,1.7,500.0,Free,0.0,Everyone,4.0
7479,Basketball Dynasty Manager 16,SPORTS,4.4,426,21.0,5000.0,Paid,1.99,Everyone,4.0
7487,Disciple Maker’s (DM) Lab,FAMILY,5.0,3,4.0,100.0,Free,0.0,Everyone,4.0
7489,DN,NEWS_AND_MAGAZINES,3.3,78,17.0,10000.0,Free,0.0,Everyone,5.0
7490,DN eAvis,NEWS_AND_MAGAZINES,2.9,61,4.1,10000.0,Free,0.0,Everyone,4.0
7491,DN Sync,NEWS_AND_MAGAZINES,4.1,56,0.02,1000.0,Free,0.0,Everyone 10+,2.0
7492,DN Reader,NEWS_AND_MAGAZINES,4.6,18,1.8,100.0,Free,0.0,Everyone,4.0
7494,e-DN - den digitala tidningen från Dagens Nyheter,NEWS_AND_MAGAZINES,2.2,160,32.0,50000.0,Free,0.0,Everyone 10+,4.0
7495,MultiPicture Live Wallpaper dn,PERSONALIZATION,4.3,505,0.28,10000.0,Paid,1.99,Everyone,2.0
7496,DN Blog,SOCIAL,5.0,20,4.2,10.0,Free,0.0,Teen,4.0
7497,Dagens Nyheter,NEWS_AND_MAGAZINES,2.5,2055,17.0,100000.0,Free,0.0,Everyone,4.0
7499,DN.VR,NEWS_AND_MAGAZINES,3.0,29,37.0,5000.0,Free,0.0,Everyone 10+,5.0
7500,DN - Diário de Notícias,NEWS_AND_MAGAZINES,3.7,794,15.0,100000.0,Free,0.0,Everyone,4.0
7501,DN Employee,FAMILY,5.0,1,3.8,10.0,Free,0.0,Everyone,4.0
7506,DN Calculators,FINANCE,5.0,12,0.77,100.0,Free,0.0,Everyone,3.0
7509,Writing Wizard Premium - Handwriting,FAMILY,4.1,89,33.0,5000.0,Paid,4.49,Everyone,2.0
7513,Sverige Tidningar,NEWS_AND_MAGAZINES,4.1,905,4.0,50000.0,Free,0.0,Everyone,4.0
7515,Dragon Nest M,FAMILY,4.6,11872,62.0,100000.0,Free,0.0,Teen,4.0
7518,Guardian Hunter: SuperBrawlRPG,FAMILY,4.5,364013,27.0,1000000.0,Free,0.0,Everyone 10+,4.0
7520,ES Remote,FAMILY,3.3,707,15.0,100000.0,Free,0.0,Everyone,2.0
7522,Destiny Ninja Shall we date otome games love story,GAME,4.4,13079,30.0,500000.0,Free,0.0,Everyone 10+,4.0
7523,Day Night Live Wallpaper (All),PERSONALIZATION,4.7,4856,18.0,50000.0,Paid,2.49,Everyone,4.0
7524,CritDice - Dice Roller,FAMILY,4.7,2910,5.3,50000.0,Free,0.0,Everyone,4.0
7525,Cursive Writing Wizard - Handwriting,FAMILY,4.0,3745,31.0,1000000.0,Free,0.0,Everyone,2.0
7526,Free Poker Games : Downtown Casino - Texas Holdem,GAME,4.5,2032,50.0,50000.0,Free,0.0,Teen,4.0
7527,WFVS 2018 | WhatApp Full Video Status & Downloader,PRODUCTIVITY,4.3,596,22.0,50000.0,Free,0.0,Everyone,4.0
7528,Maher EL Mouaikly - Offline,FAMILY,4.6,166,2.6,10000.0,Free,0.0,Everyone,3.0
7529,Darkness Rises,FAMILY,4.7,456474,86.0,5000000.0,Free,0.0,Teen,4.0
7530,NARUTO X BORUTO NINJA VOLTAGE,GAME,4.4,267395,71.0,5000000.0,Free,0.0,Everyone 10+,4.0
